,Concept_ID,fi,et
871,vier::NUM,neljä,neli
872,fünf::NUM,viisi,viis
873,sechs::NUM,kuusi,kuus
874,sieben::NUM,seitsemän,seitse
875,acht::NUM,kahdeksan,kaheksa
876,neun::NUM,yhdeksän,üheksa
877,zehn::NUM,kymmenen,kümme
878,elf::NUM,yksitoista,üksteist
879,zwölf::NUM,kaksitoista,kaksteist
880,zwanzig::NUM,kaksikymmentä,kakskümmend
881,dreißig::NUM,kolmekymmentä,kolmkümmend
882,vierzig::NUM,neljäkymmentä,nelikümmend
883,fünfzig::NUM,viisikymmentä,viiskümmend
884,sechzig::NUM,kuusikymmentä,kuuskümmend
885,siebzig::NUM,seitsemänkymmentä,seitsekümmend
886,achtzig::NUM,kahdeksankymmentä,kaheksakümmend
887,neunzig::NUM,yhdeksänkymmentä,üheksakümmend
888,hundert::NUM,sata,sada
889,tausend::NUM,tuhat,tuhat
890,und::CNJ,ja,ja
891,oder::CNJ,tai,või
892,stehen::V,seisoa,seisma
893,sitzen::V,istua,istuma
894,liegen::V,maata,lamama
895,hängen::V,riippua,rippuma
896,werden::V,tulla,saama
897,werden::V,tulla,hakkama
898,werden::V,joutua,saama
899,werden::V,joutua,hakkama
900,passieren::V,sattua,juhtuma
901,passieren::V,tapahtua,juhtuma
902,beginnen::V,alkaa,algama
903,beginnen::V,alkaa,hakkama
904,enden::V,loppua,lõppema
905,enden::V,päättyä,lõppema
906,wechseln::V,vaihtua,vahelduma
907,wechseln::V,vaihdella,vahelduma
908,aufgehen[Sonne]::V,nousta,tõusma
909,untergehen[Sonne]::V,laskea,loojuma
910,scheinen[Sonne]::V,paistaa,paistma
911,donnern::V,jyristä,kõmisema
912,wehen::V,tuulla,puhuma
913,wehen::V,puhaltaa,puhuma
914,strömen::V,virrata,voolama
915,fließen::V,valua,voolama
916,fließen::V,juosta,voolama
917,sich drehen::V,pyöriä,pöörduma
918,schwanken::V,horjua,kõikuma
919,schwingen::V,heilua,võnkuma
920,schwingen::V,värähdellä,võnkuma
921,fallen::V,pudota,langema
922,fallen::V,langeta,langema
923,brennen::V,palaa,põlema
924,rauchen::V,savuta,suitsema
925,regnen::V,sataa,sadama
926,gefrieren::V,jäätyä,kinni külmuma
927,tauen::V,sulaa,sulama
928,schmelzen::V,sulaa,sulama
929,trocknen::V,kuivua,kuivama
930,sieden::V,kiehua,keema
931,faulen::V,mädätä,mädanema
932,verfaulen::V,mädätä,mädanema
933,verfaulen::V,mädäntyä,mädanema
934,reißen::V,revetä,rebenema
935,versinken::V,upota,uppuma
936,versinken::V,vajota,uppuma
937,vergehen::V,kulua,mööduma
938,erscheinen::V,ilmestyä,ilmuma
939,verschwinden::V,kadota,kaduma
940,sinken::V,vajota,vajuma
941,sinken::V,vajota,langema
942,abnehmen::V,vähetä,vähenema
943,abnehmen::V,vähetä,kahenema
944,zunehmen::V,kasvaa,kasvama
945,zunehmen::V,lisääntyä,kasvama
946,steigen::V,nousta,tõusma
947,steigen::V,nousta,üles minema
948,wachsen::V,kasvaa,kasvama
949,glänzen::V,kiiltää,läikimä
950,funkeln::V,kipinöidä,sädelema
951,lärmen::V,meluta,lärmama
952,läuten::V,soida,helisema
953,klingeln::V,soida,helisema
954,klirren::V,kalista,kõlisema
955,brausen::V,kohista,kohisema
956,rauschen::V,kohista,kohisema
957,klingen::V,soida,kõlama
958,bellen::V,haukkua,haukuma
959,heulen::V,ulvoa,uluma
960,blasen::V,puhaltaa,puhuma
961,pfeifen::V,viheltää,vilistama
962,schreien::V,kirkua,karjuma
963,stöhnen::V,voihkia,oigama
964,zittern::V,vapista,värisema
965,leben::V,elää,elama
966,leben::V,elää,elus olema
967,geboren werden::V,syntyä,sündima
968,atmen::V,hengittää,hingama
969,trinken::V,juoda,jooma
970,essen::V,syödä,sööma
971,schlucken::V,niellä,neelama
972,müde werden::V,uupua,väsima
973,einschlafen::V,uinahtaa,uinuma
974,schlafen::V,maata,magama
975,schlafen::V,nukkua,magama
976,aufwachen::V,herätä,ärkama
977,aufstehen::V,nousta,ärkama
978,aufstehen::V,nousta,üles tõusma
979,aufstehen::V,nousta ylös,ärkama
980,aufstehen::V,nousta ylös,üles tõusma
981,sich erholen::V,levätä,puhkama
982,krank werden::V,sairastua,haigestuma
983,krank werden::V,sairastua,haigeks jääma
984,krank sein::V,potea,haige olema
985,krank sein::V,sairastaa,haige olema
986,schmerzen::V,särkeä,valutama
987,schmerzen::V,kivistää,valutama
988,husten::V,yskiä,köhima
989,genesen::V,toipua,toibuma
990,sterben::V,kuolla,surema
991,umkommen::V,saada surmansa,surma saama
992,umkommen::V,kuolla,surma saama
993,sich bewegen::V,liikkua,liikuma
994,sich rühren::V,liikahtaa,liikuma
995,sich erheben::V,nousta,kerkima
996,sich setzen::V,istuutua,istet võtma
997,hinfallen::V,kaatua,kukkuma
998,hinfallen::V,kaatua,maha kukkuma
999,laufen::V,kävellä,kõndima
1000,schreiten::V,astua,astuma
1001,schreiten::V,astella,astuma
1002,spazierengehen::V,kävellä,jalutama
1003,eilen::V,kiirehtiä,ruttama
1004,eilen::V,kiirehtiä,kiirustama
1005,sich beeilen::V,kiirehtiä,ruttama
1006,sich beeilen::V,kiirehtiä,kiirustama
1007,sich beeilen::V,olla kiireissään,ruttama
1008,sich beeilen::V,olla kiireissään,kiirustama
1009,sausen::V,rynnätä,kihutama
1010,sausen::V,rynnätä,tormama
1011,sausen::V,viilettää,kihutama
1012,sausen::V,viilettää,tormama
1013,rennen::V,juosta,jooksma
1014,rennen::V,juosta,kihutama
1015,springen::V,hypätä,hüppama
1016,klettern::V,kiivetä,ronima
1017,schaukeln::V,kiikkua,kiikuma
1018,kriechen::V,ryömiä,roomama
1019,schwimmen::V,uida,ujuma
1020,tauchen::V,sukeltaa,sukelduma
1021,rudern::V,soutaa,sõudma
1022,fahren::V,ajaa,sõitma
1023,fahren::V,kulkea,sõitma
1024,fliegen::V,lentää,lendama
1025,gehen::V,käydä,käima
1026,gehen::V,käydä,minema
1027,weggehen::V,lähteä,ära minema
1028,weggehen::V,lähteä,välja minema
1029,weggehen::V,poistua,ära minema
1030,weggehen::V,poistua,välja minema
1031,abfahren::V,lähteä,väljuma
1032,abfahren::V,lähteä,ära sõitma
1033,anhalten::V,pysähtyä,peatuma
1034,anhalten::V,seisahtua,peatuma
1035,hineingehen::V,mennä sisään,sisenema
1036,hineingehen::V,mennä sisään,sisse minema
1037,eintreten::V,astua sisään,sisenema
1038,eintreten::V,astua sisään,sisse astuma
1039,kommen::V,tulla,tulema
1040,ankommen::V,saapua,saabuma
1041,zurückkommen::V,palata,tagasi tulema
1042,bleiben::V,jäädä,jääma
1043,bleiben::V,viipyä,jääma
1044,warten::V,odottaa,ootama
1045,erwarten::V,odottaa,ootama
1046,erwarten::V,odottaa,lootma
1047,suchen::V,etsiä,otsima
1048,finden::V,löytää,leidma
1049,versuchen::V,yrittää,püüdma
1050,versuchen::V,yrittää,üritama
1051,versuchen::V,yrittää,katsetama
1052,vorbereiten::V,valmistaa,valmistama
1053,lieben::V,pitää,armastama
1054,lieben::V,rakastaa,armastama
1055,mögen::V,pitää,sallima
1056,mögen::V,pitää,meeldima
1057,mögen::V,tykätä,sallima
1058,mögen::V,tykätä,meeldima
1059,lachen::V,nauraa,naerma
1060,rühren::V,liikuttaa,liigutama
1061,rühren::V,liikuttaa,heldima panema
1062,weinen::V,itkeä,nutma
1063,schimpfen::V,haukkua,sõimama
1064,sich ärgern::V,suuttua,ärrituma
1065,sich ärgern::V,suuttua,vihastuma
1066,sich fürchten::V,pelätä,kartma
1067,sich fürchten::V,pelätä,hirmu tundma
1068,fürchten::V,pelätä,kartma
1069,fliehen::V,paeta,põgenema
1070,flüchten::V,paeta,põgenema
1071,sehen::V,nähdä,nägema
1072,anschauen::V,katsoa,vaatama
1073,ansehen::V,katsoa,vaatama
1074,hören::V,kuulla,kuulma
1075,zuhören::V,kuunnella,kuulama
1076,probieren::V,maistaa,proovima
1077,riechen::V,haistaa,nuusutama
1078,fühlen::V,tuntea,tundma
1079,scheinen::V,tuntua,näida
1080,scheinen::V,tuntua,ilmuda
1081,zu sehen sein::V,näkyä,ilmuma
1082,vernehmen::V,kuulla,üle kuulama
1083,frieren::V,palella,külmetada
1084,tun::V,tehdä,tegema
1085,können::V,osata,võima
1086,können::V,osata,oskama
1087,wollen::V,tahtoa,tahtma
1088,anfangen::V,ruveta,hakkama
1089,anfangen::V,ruveta,alustama
1090,anfangen::V,aloittaa,hakkama
1091,anfangen::V,aloittaa,alustama
1092,beenden::V,lopettaa,lõpetama
1093,aufhören::V,loppua,lakkama
1094,gelingen::V,onnistua,õnnestuma
1095,geraten::V,sujua,jõudma
1096,geraten::V,joutua,jõudma
1097,öffnen::V,avata,avama
1098,öffnen::V,aukaista,avama
1099,schließen::V,sulkea,sulgema
1100,stellen::V,panna,panema
1101,stellen::V,panna,asetama
1102,stellen::V,asettaa,panema
1103,stellen::V,asettaa,asetama
1104,setzen::V,panna,panema
1105,setzen::V,istuttaa,panema
1106,legen::V,panna,panema
1107,legen::V,panna,asetama
1108,legen::V,asettaa,panema
1109,legen::V,asettaa,asetama
1110,berühren::V,koskea,riivama
1111,berühren::V,koskea,puudutama
1112,berühren::V,koskettaa,riivama
1113,berühren::V,koskettaa,puudutama
1114,verbinden::V,liittää,ühendama
1115,verbinden::V,yhdistää,ühendama
1116,bedecken::V,kattaa,katma
1117,bedecken::V,peittää,katma
1118,aufhängen::V,ripustaa,riputama
1119,anzünden::V,sytyttää,süütama
1120,aufheben::V,ylös nostaa,üles tõstma
1121,aufheben::V,nostaa,üles tõstma
1122,zurücklassen::V,jättää,jätma
1123,verlieren::V,kadottaa,kaotama
1124,fallen lassen::V,pudottaa,maha pillama
1125,fallen lassen::V,pudottaa,kukkuda laskma
1126,machen::V,tehdä,tegema
1127,herstellen::V,tuottaa,valmistama
1128,herstellen::V,valmistaa,valmistama
1129,bauen::V,rakentaa,ehitama
1130,reparieren::V,korjata,parandama
1131,verbessern::V,parantaa,parandama
1132,ändern::V,muuttaa,muutma
1133,ändern::V,muuttaa,ümber tegema
1134,graben::V,kaivaa,kaevama
1135,beugen::V,taivuttaa,painutama
1136,biegen::V,taivuttaa,painutama
1137,drehen::V,kääntää,keerama
1138,wenden::V,kääntää,ümber pöörama
1139,umdrehen::V,kääntää,ümber keerama
1140,heben::V,nostaa,tõstma
1141,heben::V,kohottaa,tõstma
1142,hochheben::V,nostaa,üles tõstma
1143,hochheben::V,nostaa,kõrgele tõstma
1144,ergreifen::V,tarttua,haarama
1145,halten::V,pitää,hoidma
1146,drücken::V,painaa,pigistama
1147,drücken::V,puristaa,pigistama
1148,schieben::V,työntää,lükkama
1149,kratzen::V,raapia,kraapima
1150,lecken::V,nuolla,lakkuma
1151,beißen::V,purra,purema
1152,beißen::V,purra,hammustama
1153,abreißen::V,repiä,rebima
1154,abreißen::V,repiä,ära rebima
1155,abschneiden::V,leikata poikki,ära lõikama
1156,abschneiden::V,leikata,ära lõikama
1157,binden::V,sitoa,siduma
1158,stecken::V,pistää,pistma
1159,brechen::V,murtaa,murdma
1160,klopfen::V,koputtaa,koputama
1161,klopfen::V,kolkuttaa,koputama
1162,hauen::V,lyödä,lööma
1163,kleben::V,liimata,kleepima
1164,reiben::V,hieroa,hõõruma
1165,reiben::V,hangata,hõõruma
1166,streichen::V,sivellä,silitama
1167,schleifen::V,hioa,lihvima
1168,schleifen::V,hioa,teritama
1169,schneiden::V,leikata,lõikama
1170,rütteln::V,ravistaa,raputama
1171,schütteln::V,pudistaa,raputama
1172,schütteln::V,pudistaa,loksutama
1173,schwenken::V,heiluttaa,vehkima
1174,schwenken::V,heiluttaa,lehvitama
1175,schütten::V,kaataa,kallama
1176,füllen::V,täyttää,täitma
1177,einwickeln::V,kääriä,sisse mähkima
1178,tragen::V,kantaa,kandma
1179,schleppen::V,raahata,tassima
1180,schleppen::V,raahata,lohistama
1181,ziehen::V,vetää,vedama
1182,ziehen::V,vetää,tõmbama
1183,aufbewahren::V,säilyttää,säilitama
1184,aufbewahren::V,säilyttää,alal hoidma
1185,werfen::V,viskata,viskama
1186,fangen::V,napata,püüdma
1187,fangen::V,ottaa kiinni,püüdma
1188,packen::V,tarttua,kinni haarama
1189,packen::V,tarttua,kinni võtma
1190,verstecken::V,kätkeä,peitma
1191,verstecken::V,piilottaa,peitma
1192,teilen::V,jakaa,jagama
1193,teilen::V,jakaa,jaotama
1194,schicken::V,lähettää,saatma
1195,bringen::V,viedä,viima
1196,hinzufügen::V,lisätä,lisama
1197,bekommen::V,saada,saama
1198,erhalten::V,saada,saama
1199,nehmen::V,ottaa,võtma
1200,wählen::V,valita,valima
1201,auswählen::V,valikoida,valima
1202,bewahren::V,säilyttää,hoidma
1203,behindern::V,estää,takistama
1204,verderben::V,pilata,rikkuma
1205,verderben::V,turmella,rikkuma
1206,beschädigen::V,vioittaa,rikkuma
1207,beschädigen::V,vahingoittaa,rikkuma
1208,zerbrechen::V,rikkoa,katki tegema
1209,zerreißen::V,repiä rikki,katki rebima
1210,zerreißen::V,repiä palasiksi,katki rebima
1211,zerstören::V,hävittää,purustama
1212,verbrennen::V,polttaa,põletama
1213,geben::V,antaa,andma
1214,reichen::V,ojentaa,andma
1215,reichen::V,ojentaa,ulatama
1216,schenken::V,lahjoittaa,kinkima
1217,versprechen::V,luvata,lubama
1218,versprechen::V,luvata,tõotama
1219,wünschen::V,toivottaa,soovima
1220,loben::V,ylistää,kiitma
1221,küssen::V,suudella,suudlema
1222,wiegen::V,tuudittaa,hällitama
1223,wiegen::V,keinuttaa,hällitama
1224,zudecken::V,peittää,kaanetama
1225,zudecken::V,peittää,kinni katma
1226,wecken::V,herättää,äratama
1227,zeigen::V,näyttää,näitama
1228,zeigen::V,osoittaa,näitama
1229,führen::V,johdattaa,juhatama
1230,lehren::V,opettaa,õpetama
1231,unterrichten::V,opettaa,õpetama
1232,aufziehen::V,kasvattaa,üles kasvatama
1233,leiten::V,johtaa,juhtima
1234,antreiben::V,hoputtaa,ergutama
1235,lassen::V,antaa,laskma
1236,einladen::V,kutsua,kutsuma
1237,vereinigen::V,yhdistää,ühendama
1238,besuchen::V,vierailla,külastama
1239,treffen::V,tavata,kohtama
1240,sich versammeln::V,kokoontua,kogunema
1241,spielen::V,pelata,mängima
1242,spielen::V,leikkiä,mängima
1243,singen::V,laulaa,laulma
1244,tanzen::V,tanssia,tantsima
1245,sich trennen::V,erota,lahku minema
1246,verlassen::V,jättää,maha jätma
1247,retten::V,pelastaa,päästma
1248,bewachen::V,vartioida,valvama
1249,schützen::V,suojella,kaitsma
1250,verteidigen::V,puolustaa,kaitsma
1251,sich schlagen::V,tapella,kaklema
1252,schießen::V,ampua,tulistama
1253,siegen::V,voittaa,võitma
1254,ärgern::V,ärsyttää,ärritama
1255,ärgern::V,ärsyttää,vihastama
1256,schlagen::V,lyödä,lööma
1257,treten::V,potkaista,sõtkuma
1258,stechen::V,pistää,pistma
1259,stechen::V,pistää,torkama
1260,stoßen::V,sysätä,tõukama
1261,stoßen::V,työntää,tõukama
1262,stehlen::V,varastaa,varastama
1263,stören::V,häiritä,segama
1264,stören::V,häiritä,häirima
1265,belästigen::V,häiritä,ahistama
1266,verbergen::V,kätkeä,peitma
1267,verbergen::V,kätkeä,varjama
1268,täuschen::V,harhauttaa,petma
1269,täuschen::V,harhauttaa,tüssama
1270,betrügen::V,pettää,petma
1271,betrügen::V,pettää,tüssama
1272,betrügen::V,pettää,truudust murtma
1273,betrügen::V,petkuttaa,petma
1274,betrügen::V,petkuttaa,tüssama
1275,betrügen::V,petkuttaa,truudust murtma
1276,töten::V,tappaa,tapma
1277,töten::V,tappaa,surmama
1278,wohnen::V,asua,elama
1279,arbeiten::V,tehdä työtä,töötama
1280,arbeiten::V,työskennellä,töötama
1281,sammeln::V,koota,koguma
1282,sammeln::V,koota,korjama
1283,sammeln::V,kerätä,koguma
1284,sammeln::V,kerätä,korjama
1285,pflücken::V,poimia,noppima
1286,jagen::V,metsästää,jahtima
1287,fischen::V,kalastaa,kalastama
1288,fischen::V,kalastaa,kala püüdma
1289,fassen::V,pyydystää,püüdma
1290,fassen::V,saalistaa,püüdma
1291,hüten::V,paimentaa,karjatama
1292,treiben::V,ajaa,ajama
1293,anbinden::V,kytkeä,kinni siduma
1294,füttern::V,ruokkia,söötma
1295,melken::V,lypsää,lüpsma
1296,hacken::V,hakata,raiuma
1297,hacken::V,hakata,lõhkuma
1298,gießen::V,kastella,kastma
1299,reifen::V,kypsyä,valmima
1300,zubereiten::V,valmistaa,valmistama
1301,kochen::V,keittää,keetma
1302,backen::V,leipoa,küpsetama
1303,braten::V,paistaa,praadima
1304,umrühren::V,hämmentää,segama
1305,stricken::V,kutoa,kuduma
1306,stricken::V,neuloa,kuduma
1307,nähen::V,ommella,õmblema
1308,färben::V,värjätä,värvima
1309,färben::V,värittää,värvima
1310,reinigen::V,puhdistaa,puhastama
1311,waschen::V,pestä,pesema
1312,abwischen::V,pyyhkiä,puhtaks pühkima
1313,spülen::V,huuhtoa,uhtma
1314,fegen::V,pyyhkäistä,pühkima
1315,kehren::V,lakaista,pühkima
1316,baden::V,kylpeä,suplema
1317,baden::V,kylpeä,kümblema
1318,sich waschen::V,peseytyä,end pesema
1319,ausziehen::V,riisua,käest võtma
1320,ausziehen::V,riisua,jalast võtma
1321,ausziehen::V,riisua,seljast võtma
1322,anziehen::V,pukea ylleen,jalga panema
1323,sich anziehen::V,pukeutua,riietuma
1324,kämmen::V,kammata,kammima
1325,schmücken::V,koristaa,kaunistama
1326,schmücken::V,kaunistaa,kaunistama
1327,sagen::V,sanoa,ütlema
1328,sprechen::V,puhua,rääkima
1329,sprechen::V,puhua,kõnelema
1330,reden::V,keskustella,kõnelema
1331,sich unterhalten::V,jutella,vestlema
1332,fragen::V,kysyä,küsima
1333,bitten::V,pyytää,paluma
1334,erzählen::V,kertoa,jutustama
1335,mitteilen::V,ilmoittaa,teatama
1336,mitteilen::V,ilmoittaa,teada andma
1337,nennen::V,kutsua,nimetama
1338,nennen::V,nimittää,nimetama
1339,rufen::V,kutsua,kutsuma
1340,prahlen::V,kerskailla,hooplema
1341,übersetzen::V,kääntää,tõlkima
1342,denken::V,miettiä,mõtlema
1343,denken::V,ajatella,mõtlema
1344,glauben::V,uskoa,uskuma
1345,bemerken::V,huomata,märkama
1346,erkennen::V,tunnistaa,ära tundma
1347,begreifen::V,ymmärtää,aru saama
1348,verstehen::V,ymmärtää,mõistma
1349,lernen::V,oppia,õppima
1350,wissen::V,tietää,teadma
1351,sich erinnern an::V,muistaa,mäletama
1352,vergessen::V,unohtaa,unustama
1353,messen::V,mitata,mõõtma
1354,zählen::V,laskea,loendama
1355,rechnen::V,laskea,arvutama
1356,lesen::V,lukea,lugema
1357,malen::V,maalata,maalima
1358,zeichnen::V,piirtää,joonistama
1359,zeichnen::V,piirustaa,joonistama
1360,schreiben::V,kirjoittaa,kirjutama
1361,besitzen::V,omistaa,omama
1362,kaufen::V,ostaa,ostma
1363,verkaufen::V,myydä,müüma
1364,bezahlen::V,maksaa,tasuma
1365,zahlen::V,maksaa,maksma
1366,beherrschen::V,hallita,valitsema
1367,ertragen::V,kestää,taluma
