,Concept_ID,is,ka
0,Auge::N,auga,თვალი
1,Ohr::N,eyra,ყური
2,Nase::N,nef,ცხვირი
3,Mund::N,munnur,პირი
4,Zahn::N,tönn,კბილი
5,Zunge::N,tunga,ენა
6,Lippe::N,vör,ბაგე
7,Wange::N,kinn,ლოყა
8,Wange::N,vangi,ლოყა
9,Gesicht::N,andlit,სახე
10,Stirn::N,enni,შუბლი
11,Haar::N,hár,თმა
12,Schnurrbart::N,yfirskegg,ულვაში
13,Bart::N,skegg,წვერი
14,Kinn::N,haka,ნიკაპი
15,Kiefer[Anatomie]::N,kjálki,ყბა
16,Kiefer[Anatomie]::N,skoltur,ყბა
17,Kehle::N,kverk,ყელი
18,Hals::N,háls,ყელი
19,Hals::N,háls,კისერი
20,Genick::N,hnakki,კეფა
21,Kopf::N,höfuð,თავი
22,Rücken::N,hryggur,ზურგი
23,Bauch::N,kviður,მუცელი
24,Nabel::N,nafli,ჭიპი
25,Busen::N,barmur,ძუძუ
26,Brust::N,brjóst,მკერდი
27,Schulter::N,öxl,მხარი
28,Schulter::N,öxl,მკლავი
29,Arm::N,armur,ხელი
30,Ellenbogen::N,olnbogi,იდაყვი
31,Hand::N,hönd,ხელი
32,Handfläche::N,lófi,ნები
33,Handfläche::N,lófi,ხელისგული
34,Finger::N,fingur,თითი
35,Fingernagel::N,fingurnögl,ფრჩხილი
36,Nagel[Anatomie]::N,nögl,ფრჩხილი
37,Zeh::N,tá,ფეხის თითი
38,Fuß::N,fótur,ტერფი
39,Fuß::N,fótur,ფეხისგული
40,Ferse::N,hæll,ქუსლი
41,Knie::N,kné,მუხლი
42,Oberschenkel::N,læri,ბარძაყი
43,Bein::N,fótleggur,ფეხი
44,Körper::N,búkur,ტანი
45,Körper::N,búkur,სხეული
46,Körper::N,líkami,ტანი
47,Körper::N,líkami,სხეული
48,Haut::N,húð,კანი
49,Haut::N,skinn,კანი
50,Blut::N,blóð,სისხლი
51,Ader::N,æð,ძარღვი
52,Sehne::N,sin,მყესი
53,Knochen::N,bein,ძვალი
54,Gehirn::N,heili,ტვინი
55,Herz::N,hjarta,გული
56,Magen::N,magi,კუჭი
57,Leber::N,lifur,ღვიძლი
58,Atem::N,andi,სუნთქვა
59,Atem::N,andardráttur,სუნთქვა
60,Hunger::N,hungur,შიმშილი
61,Träne::N,tár,ცრემლი
62,Geschmack::N,smekkur,გემო
63,Geruch::N,lykt,სუნი
64,Schlaf::N,svefn,ძილი
65,Traum::N,draumur,სიზმარი
66,Himmel::N,himinn,ცა
67,Sonne::N,sól,მზე
68,Mond::N,tungl,მთვარე
69,Stern::N,stjarna,ვარსკვლავი
70,Luft::N,loft,ჰაერი
71,Wind::N,vindur,ქარი
72,Welle::N,alda,ტალღა
73,Welle::N,bylgja,ტალღა
74,Wasser::N,vatn,წყალი
75,Stein::N,steinn,ქვა
76,Boden::N,botn,მიწა
77,Erde::N,jörð,ნიადაგი
78,Staub::N,ryk,მტვერი
79,Staub::N,duft,მტვერი
80,Rauch::N,reykur,ბოლი
81,Rauch::N,reykur,კვამლი
82,Funke::N,neisti,ნაკვესი
83,Feuer::N,eldur,ცეცხლი
84,Licht::N,ljós,შუქი
85,Licht::N,ljós,სინათლე
86,Schatten::N,skuggi,ლანდი
87,Schatten::N,skuggi,ჩრდილი
88,Wetter::N,veður,ამინდი
89,Nebel::N,þoka,ნისლი
90,Wolke::N,ský,ღრუბელი
91,Regen::N,regn,წვიმა
92,Schnee::N,snjór,თოვლი
93,Eis::N,ís,თოში
94,Eis::N,ís,ყინული
95,Frost::N,frost,ყინვა
96,Kälte::N,kuldi,სიცივე
97,Hitze::N,hiti,სიცხე
98,Raureif::N,hrím,ჭირხლი
99,Raureif::N,hrím,თრთვილი
100,Regenbogen::N,regnbogi,ცისარტყელა
101,Donner::N,þruma,ქუხილი
102,Strömung::N,straumur,დინება
103,Tropfen::N,dropi,წვეთი
104,Schaum::N,froða,ქაფი
105,Schaum::N,froða,დორბლი
106,Schmutz::N,óhreinindi,ჭუჭყი
107,Schmutz::N,óhreinindi,ტალახი
108,See::N,stöðuvatn,ტბა
109,Sumpf::N,fen,ჭაობი
110,Moor::N,mýri,ტორფნარი
111,Wiese::N,engi,ველი
112,Wiese::N,engi,მდელო
113,Wald::N,skógur,ტყე
114,Hügel::N,hæð,ბორცვი
115,Hügel::N,hóll,ბორცვი
116,Anhöhe::N,hæð,მაღლობი
117,Anhöhe::N,hóll,მაღლობი
118,Berg::N,fell,მთა
119,Berg::N,fjall,მთა
120,Gipfel::N,tindur,მწვერვალი
121,Höhle::N,hellir,მღვიმე
122,Höhle::N,hellir,გამოქვებული
123,Abhang::N,hlíð,ფერდობი
124,Abhang::N,brekka,ფერდობი
125,Quelle::N,lind,წყარო
126,Quelle::N,lind,სათავე
127,Quelle::N,uppspretta,წყარო
128,Quelle::N,uppspretta,სათავე
129,Bach::N,lækur,რუ
130,Bach::N,lækur,ნაკადული
131,Fluss::N,á,მდინარე
132,Fluss::N,fljót,მდინარე
133,Ufer::N,árbakki,კიდე
134,Ufer::N,árbakki,ნაპირი
135,Ufer::N,sjávarbakki,კიდე
136,Ufer::N,sjávarbakki,ნაპირი
137,Küste::N,strönd,ნაპირი
138,Festland::N,meginland,ხმელეთი
139,Meer::N,haf,ზღვა
140,Meer::N,sjór,ზღვა
141,Bucht::N,vík,ყურე
142,Insel::N,eyja,კუნძული
143,Blume::N,blóm,ყვავილი
144,Gras::N,gras,ბალახი
145,Wurzel::N,rót,ძირი
146,Wurzel::N,rót,ფესვი
147,Baum::N,tré,ხე
148,Stamm::N,stofn,ტანი
149,Rinde::N,börkur,ქერქი
150,Ast::N,grein,ტოტი
151,Zweig::N,angi,შტო
152,Zweig::N,kvistur,შტო
153,Blatt::N,blað,ფოთოლი
154,Birke::N,birki,არყი
155,Kiefer[Baum]::N,fura,ფიჭვი
156,Weide[Baum]::N,víðir,ტირიფი
157,Tanne::N,greni,ნაძვი
158,Horn::N,horn,რქა
159,Feder::N,fjöður,ფრთა
160,Fell::N,skinn,ტყავი
161,Flügel::N,vængur,ფრთა
162,Klaue::N,kló,კლანჭი
163,Kralle::N,kló,ტორი
164,Schwanz::N,rófa,კუდი
165,Schwanz::N,skott,კუდი
166,Ei::N,egg,კვერცხი
167,Nest::N,hreiður,ბუდე
168,Bau::N,greni,სორო
169,Bau::N,bæli,სორო
170,Tier::N,dýr,ნადირი
171,Tier::N,dýr,ცხოველი
172,Herde::N,hjörð,ფარა
173,Kuh::N,kýr,ფური
174,Kuh::N,kýr,ძროხა
175,Bulle::N,boli,ხარი
176,Pferd::N,hestur,რაში
177,Pferd::N,hestur,ცხენი
178,Schaf::N,kind,ცხვარი
179,Schwein::N,svín,ღორი
180,Hund::N,hundur,ძაღლი
181,Katze::N,köttur,კატა
182,Bär::N,björn,დათვი
183,Eichhörnchen::N,íkorni,ციყვი
184,Elch::N,elgur,ცხენ-ირემი
185,Fuchs::N,refur,მელა
186,Hase::N,héri,კურდღელი
187,Maus::N,mús,თაგვი
188,Wolf::N,úlfur,მგელი
189,Vogel::N,fugl,ჩიტი
190,Vogel::N,fugl,ფრინველი
191,Schwarm::N,sægur,გუნდი
192,Huhn::N,hæna,დედალი
193,Hahn::N,hani,მამალი
194,Gans::N,gæs,ბატი
195,Adler::N,örn,არწივი
196,Ente::N,önd,იხვი
197,Eule::N,uggla,ბუ
198,Kranich::N,trana,წერო
199,Krähe::N,kráka,ყვავი
200,Kuckuck::N,gaukur,გუგული
201,Schwan::N,svanur,გედი
202,Fisch::N,fiskur,თევზი
203,Barsch::N,aborri,ქორჭილა
204,Hecht::N,gedda,ქარიყლაპია
205,Schlange[Tier]::N,naðra,გველი
206,Wurm::N,ormur,ჭია
207,Spinne::N,kónguló,ობობა
208,Ameise::N,maur,ჭიანჭველა
209,Laus::N,lús,ტილი
210,Laus::N,lús,მკბენარი
211,Mücke::N,mý,კოღო
212,Mücke::N,mýfluga,კოღო
213,Fliege::N,fluga,ბუზი
214,Schmetterling::N,fiðrildi,პეპელა
215,Beere::N,ber,კენკრა
216,Apfel::N,epli,ვაშლი
217,Pilz::N,sveppur,სოკო
218,Zwiebel::N,laukur,ხახვი
219,Saat::N,fræ,თესლი
220,Saat::N,útsæði,თესლი
221,Korn::N,korn,მარცვალი
222,Heu::N,hey,თივა
223,Schale::N,hýði,ჩენჩო
224,Grube::N,gryfja,ორმო
225,Falle::N,gildra,ხაფანგი
226,Schlinge::N,snara,მახე
227,Spur::N,spor,კვალი
228,Asche::N,aska,ფერფლი
229,Dreck::N,óþverri,ტალახი
230,Dreck::N,óþverri,სიბინძურე
231,Eisen::N,járn,რკინა
232,Gold::N,gull,ოქრო
233,Silber::N,silfur,ვერცხლი
234,Kohle::N,kol,ნახშირი
235,Glas::N,gler,მინა
236,Lehm::N,leir,თიხა
237,Sand::N,sandur,ქვიშა
238,Mensch::N,maður,ადამიანი
239,Mensch::N,manneskja,ადამიანი
240,Mann::N,maður,კაცი
241,Mann::N,karlmaður,კაცი
242,Frau::N,kona,ქალი
243,Kind::N,barn,ბავშვი
244,Kind::N,krakki,ბავშვი
245,Junge::N,drengur,ვაჟი
246,Mädchen::N,stelpa,გოგო
247,Familie::N,fjölskylda,ოჯახი
248,Großvater::N,afi,პაპა
249,Großvater::N,afi,ბაბუა
250,Großmutter::N,amma,ბებია
251,Großmutter::N,amma,დიდედა
252,Eltern::N,foreldrar,მშობლები
253,Vater::N,faðir,მამა
254,Mutter::N,móðir,დედა
255,Sohn::N,sonur,ვაჟიშვილი
256,Tochter::N,dóttir,ქალიშვილი
257,Bruder::N,bróðir,ძმა
258,Schwester::N,systir,და
259,Onkel::N,föðurbróðir,ბიძა
260,Tante::N,frænka,დეიდა
261,Tante::N,frænka,მამიდა
262,Tante::N,móðursystir,დეიდა
263,Tante::N,móðursystir,მამიდა
264,Ehemann::N,eiginmaður,ქმარი
265,Ehefrau::N,eiginkona,ცოლი
266,Freude::N,gleði,სიხარული
267,Gelächter::N,hlátur,სიცილი
268,Glück::N,gæfa,ბედნიერება
269,Kummer::N,sorg,მწუხარება
270,Wunsch::N,ósk,წადილი
271,Wunsch::N,ósk,სურვილი
272,Lust::N,fýsn,წადილი
273,Lust::N,löngun,წადილი
274,Geist::N,andi,სული
275,Gedanke::N,hugsun,ფიქრი
276,Gedächtnis::N,minni,მეხსიერება
277,Verstand::N,vit,ჭკუა
278,Verstand::N,vit,გონება
279,Sinn::N,merking,მნიშვნელობა
280,Grund::N,ástæða,მიზეზი
281,Wahrheit::N,sannleikur,სიმართლე
282,Wahrheit::N,sannleikur,ჭეშმარიტება
283,Gespräch::N,samtal,ბაასი
284,Gespräch::N,samtal,საუბარი
285,Märchen::N,ævintýri,არაკი
286,Märchen::N,ævintýri,ზღაპარი
287,Erzählung::N,saga,თქმულება
288,Nachricht::N,frétt,ცნობა
289,Nachricht::N,frétt,ამბავი
290,Neuigkeit::N,frétt,სიახლე
291,Name::N,nafn,სახელი
292,Rätsel::N,gáta,გამოცანა
293,Rede::N,ræða,სიტყვა
294,Sprache::N,mál,ენა
295,Sprache::N,tungumál,ენა
296,Stimme::N,rödd,ხმა
297,Wort::N,orð,სიტყვა
298,Zeichen::N,tákn,ნიშანი
299,Zeichen::N,merki,ნიშანი
300,Ruf::N,kall,ძახილი
301,Lärm::N,hávaði,ხმაური
302,Laut::N,hljóð,ხმა
303,Laut::N,hljóð,ბგერა
304,Ton::N,tónn,ტონი
305,Lied::N,ljóð,სიმღერა
306,Lied::N,söngur,სიმღერა
307,Ruhe::N,ró,სიწყნარე
308,Ruhe::N,kyrrð,სიწყნარე
309,Leute::N,fólk,ადამიანები
310,Volk::N,þjóð,ერი
311,Volk::N,þjóð,ხალხი
312,Arbeit::N,vinna,მუშაობა
313,Gast::N,gestur,სტუმარი
314,Geschenk::N,gjöf,საჩუქარი
315,Spiel::N,leikur,თამაში
316,Gesellschaft::N,selskapur,საზოგადოება
317,Hilfe::N,hjálp,შველა
318,Hilfe::N,hjálp,დახმარება
319,Freund::N,vinur,მეგობარი
320,Kamerad::N,félagi,ამხანაგი
321,Angelegenheit::N,mál,საქმე
322,Angelegenheit::N,málefni,საქმე
323,Anzahl::N,tala,ოდენობა
324,Anzahl::N,fjöldi,ოდენობა
325,Art::N,tegund,სახეობა
326,Stück::N,biti,ნატეხი
327,Stück::N,stykki,ნატეხი
328,Teil::N,hluti,წილი
329,Teil::N,partur,წილი
330,Hälfte::N,helmingur,ნახევარი
331,Kreis::N,hringur,წრე
332,Kreuz::N,kross,ჯვარი
333,Kreuz::N,krossmark,ჯვარი
334,Linie::N,lína,ხაზი
335,Strich::N,strik,შტრიხი
336,Abstand::N,millibil,მანძილი
337,Entfernung::N,fjarlægð,სიშორე
338,Gegend::N,hérað,არე
339,Gegend::N,hérað,მხარე
340,Platz::N,pláss,ფართობი
341,Ort::N,staður,ადგილი
342,Seite::N,hlið,მხარე
343,Mitte::N,miðja,შუა
344,Gegenstand::N,hlutur,საგანი
345,Sache::N,mál,ნივთი
346,Rand::N,brún,კიდე
347,Kante::N,rönd,ნაწიბული
348,Ecke::N,horn,კუთხე
349,Spitze::N,oddur,წვეტი
350,Ende::N,endi,ბოლო
351,Loch::N,gat,ხვრელი
352,Loch::N,hola,ხვრელი
353,Winkel::N,skot,კუთხე
354,Winkel::N,krókur,კუთხე
355,Muster::N,munstur,მოხატულობა
356,Größe::N,stærð,ზომა
357,Größe::N,stærð,სიდიდე
358,Länge::N,lengd,სიგრძე
359,Höhe::N,hæð,სიმაღლე
360,Gewicht::N,vigt,წონა
361,Gewicht::N,þyngd,წონა
362,Menge::N,magn,რაოდენობა
363,Haufen::N,hrúga,გროვა
364,Haufen::N,haugur,გროვა
365,Reihe::N,röð,რიგი
366,Reihe::N,röð,წყება
367,Boot::N,bátur,გემი
368,Ruder::N,ár,ხოფი
369,Ruder::N,ár,ნიჩაბი
370,Schlitten::N,sleði,მარხილი
371,Ski::N,skíði,თხილამური
372,Lagerfeuer::N,varðeldur,კოცონი
373,Last::N,byrði,ტვირთი
374,Last::N,farmur,ტვირთი
375,Gang::N,ganga,სვლა
376,Schritt::N,skref,ბიჯი
377,Norden::N,norður,ჩრდილოეთი
378,Süden::N,suður,სამხრეთი
379,Westen::N,vestur,დასავლეთი
380,Osten::N,austur,აღმოსავლეთი
381,Holz::N,viður,ხე
382,Brett::N,fjöl,დაფა
383,Brett::N,fjöl,ფიცარი
384,Platte::N,flötur,თლილი ქვა
385,Stütze::N,stoð,საყრდენი
386,Stange::N,stöng,ჭოკი
387,Stock::N,prik,კეტი
388,Stock::N,stafur,კეტი
389,Stab::N,prik,ლატანი
390,Stab::N,stafur,ლატანი
391,Rohr::N,rör,მილაკი
392,Rohr::N,pípa,მილაკი
393,Haus::N,hús,სახლი
394,Heim::N,heimili,ოჯახის კერა
395,Ofen::N,ofn,ღუმელი
396,Fußboden::N,gólf,იატაკი
397,Tisch::N,borð,სუფრა
398,Tisch::N,borð,მაგიდა
399,Stuhl::N,stóll,სკამი
400,Wiege::N,vagga,აკვანი
401,Bett::N,rúm,საწოლი
402,Bett::N,rúm,სარეცელი
403,Bett::N,hvíla,საწოლი
404,Bett::N,hvíla,სარეცელი
405,Regal::N,hilla,თაროები
406,Kiste::N,kassi,ყუთი
407,Kiste::N,kassi,სკივრი
408,Fenster::N,gluggi,ფანჯარა
409,Fenster::N,gluggi,სარკმელი
410,Tür::N,dyr,ბჭე
411,Tür::N,dyr,კარი
412,Tür::N,hurð,ბჭე
413,Tür::N,hurð,კარი
414,Tor::N,hlið,ჭიშკარი
415,Zaun::N,girðing,ღობე
416,Zaun::N,girðing,გალავანი
417,Zaun::N,limgarður,ღობე
418,Zaun::N,limgarður,გალავანი
419,Dach::N,þak,სახურავი
420,Leiter::N,stigi,კიბე
421,Besen::N,sópur,ცოცხი
422,Spaten::N,spaði,ნიჩაბი
423,Schaufel::N,skófla,ბარი
424,Gabel::N,gaffall,ჩანგალი
425,Löffel::N,skeið,კოვზი
426,Messer::N,hnífur,დანა
427,Nagel::N,nögl,ლურსმანი
428,Netz::N,net,ბადე
429,Haken::N,krókur,კავი
430,Haken::N,krókur,კაუჭი
431,Griff::N,tak,ტარი
432,Schloss::N,lás,კლიტე
433,Schloss::N,lás,საკეტი
434,Bild::N,mynd,სურათი
435,Figur::N,stytta,ფიგურა
436,Puppe::N,brúða,თოჯინა
437,Beutel::N,poki,პარკი
438,Beutel::N,baggi,პარკი
439,Bündel::N,böggull,გალა
440,Bündel::N,böggull,ასხმა
441,Tasche::N,veski,ჩანთა
442,Eimer::N,fata,ჩამჩა
443,Deckel::N,lok,ხუფი
444,Deckel::N,lok,სარქველი
445,Geschirr::N,leirtau,ჭურჭელი
446,Sack::N,sekkur,ტომარა
447,Tasse::N,bolli,ფინჯანი
448,Topf::N,pottur,ქოთანი
449,Kessel::N,ketill,ქვაბი
450,Essen::N,matur,ჭამა
451,Nahrung::N,fæða,საზრდო
452,Nahrung::N,fæða,საკვები
453,Speise::N,réttur,საჭმელი
454,Speise::N,matarréttur,საჭმელი
455,Fleisch::N,kjöt,ხორცი
456,Getreide::N,korn,მარცვლოვანი
457,Brei::N,grautur,ფაფა
458,Brot::N,brauð,პური
459,Scheibe::N,sneið,ნაჭერი
460,Fett::N,fita,ქონი
461,Fett::N,fita,ცხიმი
462,Butter::N,smjör,კარაქი
463,Öl::N,olía,ზეთი
464,Salz::N,salt,მარილი
465,Suppe::N,súpa,სუფი
466,Honig::N,hunang,თაფლი
467,Milch::N,mjólk,რძე
468,Tee::N,te,ჩაი
469,Leder::N,skinn,ტყავი
470,Wolle::N,ull,მატყლი
471,Stoff::N,dúkur,ქსოვილი
472,Nadel::N,nál,ნემსი
473,Faden::N,þráður,ძაფი
474,Faden::N,þráður,მკედი
475,Knopf::N,tala,ღილი
476,Knopf::N,hnappur,ღილი
477,Knoten::N,hnútur,ნასკვი
478,Farbe::N,málning,საღებავი
479,Kleidung::N,búningur,ტანსაცმელი
480,Kleidung::N,klæðnaður,ტანსაცმელი
481,Hemd::N,skyrta,ხალათი
482,Hemd::N,skyrta,პერანგი
483,Kragen::N,kragi,საყელო
484,Kragen::N,flibbi,საყელო
485,Ärmel::N,ermi,სახელო
486,Hose::N,buxur,შარვალი
487,Gürtel::N,belti,ქამარი
488,Mütze::N,húfa,ქუდი
489,Schuh::N,skór,ფეხსაცმელი
490,Stiefel::N,stígvél,ჩექმა
491,Ring::N,hringur,ბეჭედი
492,Band::N,band,ბაფთი
493,Kamm::N,greiða,სავარცხელი
494,Spiegel::N,spegill,სარკე
495,Riemen::N,ól,ღვედი
496,Riemen::N,reim,ღვედი
497,Schnur::N,snúra,ლარი
498,Leine::N,band,ჯაჭვი
499,Decke::N,teppi,საბანი
500,Kissen::N,koddi,ბალიში
501,Tuch::N,klútur,მაუდი
502,Tuch::N,klútur,თავშალი
503,Handtuch::N,þurrka,ხელსახოცი
504,Handtuch::N,handklæði,ხელსახოცი
505,Kraft::N,afl,ძალა
506,Kraft::N,kraftur,ძალა
507,Stärke::N,styrkur,ღონე
508,Gesundheit::N,heilsa,ჯანმრთელობა
509,Gesundheit::N,heilbrigði,ჯანმრთელობა
510,Krankheit::N,sjúkdómur,სენი
511,Krankheit::N,sjúkdómur,ავადმყოფობა
512,Schmerz::N,sársauki,ტკივილი
513,Wunde::N,sár,იარი
514,Wunde::N,sár,ჭრილობა
515,Fieber::N,hitasótt,ციება
516,Arznei::N,lyf,წამალი
517,Brücke::N,brú,ხიდი
518,Brunnen::N,brunnur,ჭა
519,Weide::N,hagi,საძოვარი
520,Pfad::N,stígur,ბილიკი
521,Weg::N,vegur,გზა
522,Straße::N,gata,შარაგზა
523,Straße::N,stræti,შარაგზა
524,Dorf::N,þorp,დაბა
525,Dorf::N,þorp,სოფელი
526,Stadt::N,borg,ქალაქი
527,Brief::N,bréf,წერილი
528,Buch::N,bók,წიგნი
529,Buchstabe::N,bókstafur,ასო
530,Zeitung::N,dagblað,გაზეთი
531,Leben::N,líf,სიცოცხლე
532,Tod::N,dauði,სიკვდილი
533,Grab::N,gröf,სამარე
534,Grab::N,gröf,საფლავი
535,Kirche::N,kirkja,ეკლესია
536,Sünde::N,synd,ცოდვა
537,Gott::N,guð,ღმერთი
538,Arbeiter::N,verkamaður,მუშა
539,Chef::N,yfirmaður,გამგე
540,Meister::N,meistari,ოსტატი
541,Arzt::N,læknir,ექიმი
542,Arzt::N,læknir,მკურნალი
543,Lehrer::N,kennari,მასწავლებელი
544,Geld::N,peningar,ფული
545,Geschäft::N,viðskipti,საქმე
546,Geschäft::N,viðskipti,ბიზნესი
547,Laden::N,búð,დუქანი
548,Laden::N,búð,მაღაზია
549,Laden::N,verslun,დუქანი
550,Laden::N,verslun,მაღაზია
551,Preis::N,verð,ფასი
552,Ware::N,vara,საქონელი
553,Nutzen::N,gagn,ხეირი
554,Reichtum::N,auður,სიმდიდრე
555,Welt::N,veröld,მსოფლიო
556,Land::N,land,მხარე
557,Land::N,land,ქვეყანა
558,Staat::N,ríki,სახელმწიფო
559,König::N,konungur,მეფე
560,Macht::N,vald,ძლიერება
561,Grenze::N,landamæri,ზღვარი
562,Krieg::N,stríð,ომი
563,Feind::N,fjandmaður,მტერი
564,Gewalt::N,ofbeldi,სისასტიკე
565,Kampf::N,bardagi,ბრძოლა
566,Bogen[Waffe]::N,bogi,მშვილდი
567,Pfeil::N,ör,ისარი
568,Pfeil::N,ör,მახვილი
569,Gewehr::N,byssa,თოფი
570,Gewehr::N,byssa,შაშხანა
571,Fehler::N,villa,შეცდომა
572,Lüge::N,lygi,სიცრუე
573,Schaden::N,skemmd,ვნება
574,Unglück::N,óhamingja,ხიფათი
575,Unglück::N,óhamingja,უბედურება
576,Schuld::N,sök,ბრალი
577,Alter::N,aldur,ასაკი
578,Schluss::N,lok,ბოლო
579,Schluss::N,lok,დასასრული
580,Schluss::N,endir,ბოლო
581,Schluss::N,endir,დასასრული
582,Zeit::N,tími,დრო
583,Tag::N,dagur,დღე
584,Morgen::N,morgunn,დილა
585,Mittag::N,hádegi,შუადღე
586,Abend::N,kvöld,საღამო
587,Nacht::N,nótt,ღამე
588,Woche::N,vika,კვირა
589,Monat::N,mánuður,თვე
590,Jahr::N,ár,წელი
591,Frühling::N,vor,გაზაფხული
592,Sommer::N,sumar,ზაფხული
593,Herbst::N,haust,შემოდგომა
594,Winter::N,vetur,ზამთარი
595,Januar::N,janúar,იანვარი
596,Februar::N,február,თებერვალი
597,März::N,mars,მარტი
598,April::N,apríl,აპრილი
599,Mai::N,maí,მაისი
600,Juni::N,júní,ივნისი
601,Juli::N,júlí,ივლისი
602,August::N,ágúst,აგვისტო
603,September::N,september,სექტემბერი
604,Oktober::N,október,ოქტომბერი
605,November::N,nóvember,ნოემბერი
606,Dezember::N,desember,დეკემბერი
607,Montag::N,mánudagur,ორშაბათი
608,Dienstag::N,þriðjudagur,სამშაბათი
609,Mittwoch::N,miðvikudagur,ოთხშაბათი
610,Donnerstag::N,fimmtudagur,ხუთშაბათი
611,Freitag::N,föstudagur,პარასკევი
612,Samstag::N,laugardagur,შაბათი
613,Sonntag::N,sunnudagur,კვირა
614,groß::A,stór,დიდი
615,klein::A,lítill,მცირე
616,klein::A,lítill,პატარა
617,lang::A,langur,გრძელი
618,kurz::A,stuttur,მოკლე
619,breit::A,breiður,ფართო
620,breit::A,breiður,განიერი
621,schmal::A,mjór,ვიწრო
622,schmal::A,mjór,წვრილი
623,dicht::A,þéttur,მჭიდრო
624,dick[Gegenstand]::A,þykkur,სქელი
625,dünn::A,þunnur,წვრილი
626,fein::A,fíngerður,თხელი
627,fest::A,fastur,მყარი
628,flach::A,flatur,ბრტყელი
629,glatt::A,háll,გლუ
630,glatt::A,sléttur,გლუ
631,hart::A,harður,მაგარი
632,weich::A,mjúkur,რბილი
633,rund::A,kringlóttur,მრგვალი
634,spitz::A,oddhvass,წვეტიანი
635,scharf::A,beittur,მჭრელი
636,stumpf::A,bitlaus,ბლაგვი
637,schwer::A,þungur,მძიმე
638,schön::A,fagur,ლამაზი
639,schön::A,fallegur,ლამაზი
640,heiß::A,heitur,ცხელი
641,warm::A,hlýr,თბილი
642,warm::A,heitur,თბილი
643,kalt::A,kaldur,ცივი
644,kühl::A,svalur,გრილი
645,frisch::A,frískur,სუფთა
646,feucht::A,rakur,ნოტიო
647,feucht::A,þvalur,ნოტიო
648,nass::A,votur,სველი
649,nass::A,blautur,სველი
650,trocken::A,þurr,მშრალი
651,voll::A,fullur,სავსე
652,leer::A,tómur,ცარიელი
653,offen::A,opinn,ღია
654,offen::A,opinn,გაშლილი
655,geschlossen::A,lokaður,დახურული
656,sauber::A,þrifinn,სუფთა
657,sauber::A,þrifinn,წმინდა
658,schmutzig::A,óhreinn,ტალახიანი
659,schmutzig::A,sóðalegur,ტალახიანი
660,roh::A,hrár,უმი
661,reif::A,þroskaður,მწიფე
662,lecker::A,ljúffengur,გემრიელი
663,süß::A,sætur,ტკბილი
664,bitter::A,beiskur,მწარე
665,sauer::A,súr,მჟავე
666,hell::A,bjartur,ნათელი
667,dunkel::A,dimmur,ბნელი
668,schwarz::A,svartur,შავი
669,weiß::A,hvítur,თეთრი
670,rot::A,rauður,წითელი
671,gelb::A,gulur,ყვითელი
672,blau::A,blár,ლურჯი
673,blau::A,blár,ცისფერი
674,grün::A,grænn,მწვანე
675,grau::A,grár,რუხი
676,grau::A,grár,ნაცრისფერი
677,bunt::A,marglitur,ჭრელი
678,bunt::A,marglitur,ფერადი
679,billig::A,ódýr,იაფი
680,teuer::A,dýr,ძვირი
681,wertvoll::A,verðmætur,ღირსიანი
682,blind::A,blindur,ბრმა
683,taub::A,heyrnarlaus,ყრუ
684,kräftig::A,öflugur,ძალავანი
685,stark::A,sterkur,ძლიერი
686,stark::A,sterkur,ღონიერი
687,schwach::A,veill,სუსტი
688,fett::A,feitur,სქელი
689,schlank::A,grannur,გამხდარი
690,schlank::A,spengilegur,გამხდარი
691,hübsch::A,snotur,ეშხიანი
692,hübsch::A,snotur,მშვენიერი
693,hübsch::A,laglegur,ეშხიანი
694,hübsch::A,laglegur,მშვენიერი
695,böse::A,illur,ავი
696,böse::A,illur,ბოროტი
697,böse::A,vondur,ავი
698,böse::A,vondur,ბოროტი
699,dumm::A,heimskur,ბოთე
700,dumm::A,heimskur,სულელი
701,faul::A,latur,ზანტი
702,faul::A,latur,ზარმაცი
703,fleißig::A,iðinn,ბეჯითი
704,fleißig::A,iðinn,მუყაითი
705,geizig::A,nískur,ძუნწი
706,klug::A,hygginn,ჭკვიანი
707,geschickt::A,fimur,მარჯვე
708,geschickt::A,fimur,გაწაფული
709,geschickt::A,laginn,მარჯვე
710,geschickt::A,laginn,გაწაფული
711,lieb::A,kær,სატრფიალო
712,lieb::A,ljúfur,სატრფიალო
713,lustig::A,kátur,მხიარული
714,sanft::A,blíður,ალერსიანი
715,sanft::A,blíður,გრძნობიერი
716,hungrig::A,soltinn,მშიერი
717,hungrig::A,hungraður,მშიერი
718,krank::A,sjúkur,სნეული
719,krank::A,sjúkur,ავადმყოფი
720,nackt::A,nakinn,ტიტველი
721,traurig::A,dapur,მწუხარე
722,traurig::A,dapur,სევდიანი
723,traurig::A,hryggur,მწუხარე
724,traurig::A,hryggur,სევდიანი
725,lebendig::A,lifandi,ცოცხალი
726,gut::A,góður,კარგი
727,schlecht::A,slæmur,უხეირო
